url~sale_type~auc_date~auc_time~road~suburb~bed~bath~parking~sqm~type
https://www.domain.com.au/2017568586~AUCTION~Saturday, 26 Feb~2:00pm~88 Milner Road~Guildford~4~2~2~-~Duplex
https://www.domain.com.au/2017562865~$900,000 - $950,000~-~-~27 Tobys Boulevarde~Mount Pritchard~4~1~3~556m²~House
https://www.domain.com.au/2017564192~Auction~Saturday, 26 Feb~1:00pm~18 Flemington Street~St Johns Park~3~1~1~556m²~House
https://www.domain.com.au/2017565899~Auction 26 February~Saturday, 26 Feb~2:15pm~35 Raphael Street~Greenfield Park~4~3~2~676.6m²~House
https://www.domain.com.au/2017567243~Home plus Granny flat - Huge block 563sqm~-~-~5 Towers Street~Cabramatta~5~2~2~563m²~House
https://www.domain.com.au/2017552408~AUCTION~Saturday, 19 Feb~1:30pm~41 & 41B Matthew Crescent~Blacktown~5~2~5~-~House
https://www.domain.com.au/2017554322~$850,000~-~-~13 Berg Street~Blacktown~4~1~1~569.1m²~House
https://www.domain.com.au/2017513421~AUCTION THIS SATURDAY 5 FEBRUARY @ 2:00PM~Saturday, 5 Feb~2:00pm~39 & 39A Woodland Road~Chester Hill~4~2~4~569.1m²~House
https://www.domain.com.au/2016986153~Contact Agent~-~-~1 Bulls Road~Wakeley~4~2~2~562m²~House
https://www.domain.com.au/2017462542~$840,000 - $870,000~-~-~12 Barkley Street~Carramar~3~1~1~462m²~House
https://www.domain.com.au/2017113755~Guide $860,000~-~-~905 The Horsley Drive~Smithfield~4~2~1~556.4m²~House
https://www.domain.com.au/2017503795~AUCTION 22nd January 2022~Saturday, 22 Jan~2:00pm~26 + 26A Tasman Pde~Fairfield West~6~2~3~557m²~House
https://www.domain.com.au/2017444157~$919,950~-~-~292 Polding Street~~4~2~2~-~House
https://www.domain.com.au/2017557086~Contact Agent~-~-~16 Elva Street~Cabramatta West~4~2~2~-~House
https://www.domain.com.au/2015003102~$998,000~-~-~3 Guthega Place~Bossley Park~4~2~5~616m²~House
https://www.domain.com.au/2017530022~Auction~Saturday, 19 Feb~4:45pm~16 Enfield Close~St Johns Park~3~1~1~575.7m²~House
https://www.domain.com.au/2017521402~Auction Onsite~Saturday, 12 Feb~1:30pm~117 Sweethaven Road~Edensor Park~5~2~4~558m²~House
https://www.domain.com.au/2017560469~AUCTION~Saturday, 26 Feb~11:30am~38 Beemera Street~Fairfield Heights~3~1~1~-~House
https://www.domain.com.au/2017543202~Auction~Saturday, 19 Feb~4:30pm~8 Bancroft Road~Abbotsbury~4~2~3~671m²~House
https://www.domain.com.au/2017529337~Auction guide $899,000 - $988,900~Saturday, 12 Feb~2:30pm~7 Cuthbert Crescent~Edensor Park~4~2~2~566m²~House
https://www.domain.com.au/2017558214~AUCTION Saturday 26th December unless sold prior~Saturday, 26 Feb~11:30am~14 Malvern Close~St Johns Park~4~2~2~561m²~House
https://www.domain.com.au/2017554205~AUCTION~Saturday, 26 Feb~12:00pm~60 DAVINA Crescent~Cecil Hills~4~3~2~-~House
https://www.domain.com.au/2017537891~Auction 12th FEB 2022~Saturday, 12 Feb~11:30am~2 Gladstone Street~Canley Heights~3~2~2~-~House
https://www.domain.com.au/2017560311~Auction~Saturday, 26 Feb~1:30pm~41 Victory St~Fairfield East~4~2~2~1,505m²~House
https://www.domain.com.au/2017548231~Auction unless sold prior~-~-~5 Kent Avenue~Roselands~4~1~2~-~House
https://www.domain.com.au/2017548750~Price Guide: $950,000 to $980,000~-~-~5 Bradman Street~Merrylands~3~1~1~474.2m²~House
https://www.domain.com.au/2017557219~auction~Saturday, 26 Feb~10:30am~7 The Horsley Drive~Villawood~3~1~1~562m²~House
https://www.domain.com.au/2017556050~$870,000 - $920,000~-~-~5 Rossell Place~Glenfield~3~1~1~636.3m²~House
https://www.domain.com.au/2017556325~$835,000 - $885,000~-~-~31 Gabo Crescent~Sadleir~3~2~1~670m²~House
https://www.domain.com.au/2017554023~$780,000 TO $820,000 - For Sale.~-~-~48 Gordon Road~Auburn~3~1~−~247m²~House
https://www.domain.com.au/2017416000~$999,000 - $1,098,000~-~-~10 Mildara Place~Edensor Park~3~2~1~688.1m²~House
https://www.domain.com.au/2017555103~AUCTION Guide $880,000-$900,000 IF NOT SOLD PRIOR~Saturday, 26 Feb~12:00pm~474 The Horsley Drive~Fairfield~5~2~1~550m²~House
https://www.domain.com.au/2017544560~Auction - if not sold prior~Saturday, 26 Feb~11:00am~31 Wilberforce Street~Ashcroft~3~3~2~701m²~House
https://www.domain.com.au/2017069772~BY APPOINTMENT ONLY~-~-~152 Sweethaven Road~Bossley Park~4~1~−~585m²~House
https://www.domain.com.au/2017527553~Resort-Style Entertainer Family Home~-~-~32 Bangor Street~Guildford~3~1~2~442.6m²~House
https://www.domain.com.au/2017545094~Corner Block with Development Potential~-~-~79 Queen Street~Guildford~3~1~3~550.1m²~House
https://www.domain.com.au/2017548190~Auction~Saturday, 19 Feb~11:30am~43 Station Street~Guildford~3~2~2~567m²~House
